sale_id,sale_type,product,customer_name,customer_email,customer_country,quantity,unit_price,discount,store_location,sale_date
458,IN-STORE,TV,Ryan Jackson,ryan.jackson94@proton.me,CANADA,2,900,0.00,USA,12/05/2025
459,ON-LINE,EBIKE,Joseph Jackson,joseph.jackson59@gmail.com,CANADA,1,2200,110.00,ENGLAND,01/28/2025
460,ON-LINE,TV,Megan Carter,megan.carter83@outlook.com,USA,1,900,72.00,ENGLAND,07/24/2025
461,ON-LINE,COMPUTER,Ashley Moore,ashley.moore90@gmail.com,USA,3,1400,420.00,USA,05/20/2025
462,ON-LINE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,3,1400,210.00,ENGLAND,12/18/2025
463,IN-STORE,COMPUTER,Ryan Jackson,ryan.jackson94@proton.me,CANADA,1,1400,42.00,CANADA,09/11/2025
464,IN-STORE,COMPUTER,Bruce Taylor,bruce.taylor94@icloud.com,FRANCE,1,1400,70.00,USA,09/11/2025
465,ON-LINE,IPHONE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,1100,33.00,USA,08/01/2025
466,ON-LINE,IPHONE,Henry Thomas,henry.thomas63@yahoo.com,USA,1,1100,110.00,USA,11/11/2025
467,IN-STORE,COMPUTER,Rebecca White,rebecca.white18@proton.me,USA,1,1400,0.00,USA,10/27/2025
468,IN-STORE,IPAD,Margaret Anderson,margaret.anderson4@proton.me,CANADA,2,700,0.00,CANADA,11/29/2025
469,ON-LINE,TV,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,1,900,0.00,CANADA,12/18/2025
470,ON-LINE,IPHONE,Ryan Lee,ryan.lee10@gmail.com,ENGLAND,1,1100,88.00,USA,12/19/2025
471,ON-LINE,WATCH,Kevin Johnson,kevin.johnson34@yahoo.com,USA,2,250,75.00,USA,11/28/2025
472,ON-LINE,IPHONE,Scott Garcia,scott.garcia15@yahoo.com,GERMANY,1,1100,88.00,USA,10/19/2025
473,ON-LINE,IPHONE,Joseph Johnson,joseph.johnson32@yahoo.com,GERMANY,1,1100,0.00,USA,09/03/2025
474,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,2,1100,0.00,USA,12/29/2025
475,ON-LINE,COMPUTER,Scott Garcia,scott.garcia15@yahoo.com,GERMANY,1,1400,70.00,ENGLAND,11/09/2025
476,IN-STORE,COMPUTER,Megan Wilson,megan.wilson17@outlook.com,CANADA,1,1400,42.00,ENGLAND,02/09/2025
477,IN-STORE,IPHONE,Sarah Mitchell,sarah.mitchell95@proton.me,USA,3,1100,0.00,USA,09/20/2025
478,IN-STORE,WATCH,Susan Stewart,susan.stewart15@gmail.com,USA,3,250,22.50,USA,04/06/2025
479,IN-STORE,TV,Ashley Moore,ashley.moore90@gmail.com,USA,2,900,90.00,CANADA,09/16/2025
480,IN-STORE,IPHONE,Megan Wilson,megan.wilson17@outlook.com,CANADA,1,1100,55.00,USA,10/05/2025
481,IN-STORE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,165.00,USA,12/20/2025
482,ON-LINE,IPAD,Jeffrey Parker,jeffrey.parker39@proton.me,MEXICO,2,700,210.00,ENGLAND,05/20/2025
483,ON-LINE,TV,Christopher Phillips,christopher.phillips77@gmail.com,ITALY,2,900,90.00,CANADA,11/06/2025
484,ON-LINE,TV,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,3,900,81.00,CANADA,02/13/2025
485,ON-LINE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,1,1400,0.00,USA,04/04/2025
486,ON-LINE,IPHONE,Jason Parker,jason.parker1@outlook.com,USA,1,1100,0.00,CANADA,03/22/2025
487,ON-LINE,IPAD,Jason Perez,jason.perez28@outlook.com,USA,2,700,140.00,CANADA,10/12/2025
488,ON-LINE,WATCH,Grace Jackson,grace.jackson80@outlook.com,FRANCE,2,250,40.00,CANADA,07/26/2025
489,IN-STORE,IPHONE,Anna Taylor,anna.taylor7@gmail.com,ENGLAND,1,1100,0.00,USA,05/28/2025
490,IN-STORE,IPHONE,Jason Perez,jason.perez28@outlook.com,USA,1,1100,0.00,CANADA,01/17/2025
491,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,55.00,USA,04/21/2025
492,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,2,1100,66.00,ENGLAND,08/07/2025
493,IN-STORE,IPHONE,Henry Thomas,henry.thomas63@yahoo.com,USA,1,1100,88.00,USA,07/12/2025
494,ON-LINE,TV,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,900,0.00,USA,11/06/2025
495,ON-LINE,IPAD,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,2,700,210.00,CANADA,02/13/2025
496,IN-STORE,TV,Megan Carter,megan.carter83@outlook.com,USA,3,900,81.00,USA,02/08/2025
497,ON-LINE,IPHONE,Jason Perez,jason.perez28@outlook.com,USA,1,1100,0.00,CANADA,06/20/2025
498,ON-LINE,TV,Mark Baker,mark.baker99@gmail.com,CHINA,1,900,0.00,ENGLAND,12/17/2025
499,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,88.00,USA,01/08/2025
500,IN-STORE,TV,Thomas Green,thomas.green21@icloud.com,ENGLAND,1,900,45.00,CANADA,08/07/2025
501,IN-STORE,TV,William Morris,william.morris43@gmail.com,USA,1,900,27.00,ENGLAND,12/12/2025
502,ON-LINE,COMPUTER,Emily Robinson,emily.robinson47@yahoo.com,ITALY,1,1400,42.00,USA,01/06/2025
503,IN-STORE,TV,Megan Carter,megan.carter83@outlook.com,USA,3,900,135.00,ENGLAND,12/29/2025
504,IN-STORE,COMPUTER,Melissa Wilson,melissa.wilson86@gmail.com,ITALY,1,1400,210.00,USA,06/11/2025
505,ON-LINE,WATCH,Rebecca White,rebecca.white18@proton.me,USA,1,250,25.00,USA,02/21/2025
506,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,110.00,USA,10/23/2025
507,ON-LINE,TV,Megan Carter,megan.carter83@outlook.com,USA,2,900,54.00,USA,12/16/2025
508,IN-STORE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,2,1100,0.00,ENGLAND,05/24/2025
509,IN-STORE,IPAD,William Morris,william.morris43@gmail.com,USA,1,700,56.00,USA,10/05/2025
510,ON-LINE,TV,Megan Carter,megan.carter83@outlook.com,USA,1,900,0.00,USA,12/31/2025
511,ON-LINE,IPHONE,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,4,1100,0.00,ENGLAND,12/16/2025
512,IN-STORE,IPHONE,Anna Taylor,anna.taylor7@gmail.com,ENGLAND,2,1100,110.00,USA,10/14/2025
513,IN-STORE,IPHONE,Ryan Jackson,ryan.jackson94@proton.me,CANADA,2,1100,110.00,USA,12/23/2025
514,ON-LINE,TV,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,900,0.00,USA,07/28/2025
515,ON-LINE,COMPUTER,Ryan Jackson,ryan.jackson94@proton.me,CANADA,2,1400,84.00,USA,09/07/2025
516,IN-STORE,COMPUTER,James Hill,james.hill3@gmail.com,CHINA,1,1400,0.00,CANADA,12/22/2025
517,IN-STORE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,1,1400,0.00,USA,04/24/2025
518,ON-LINE,TV,Barbara Cook,barbara.cook31@yahoo.com,GERMANY,4,900,108.00,ENGLAND,09/24/2025
519,ON-LINE,COMPUTER,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,1,1400,140.00,USA,04/07/2025
520,IN-STORE,IPHONE,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,1,1100,110.00,USA,10/30/2025
521,IN-STORE,WATCH,Kevin Johnson,kevin.johnson34@yahoo.com,USA,3,250,60.00,CANADA,10/21/2025
522,IN-STORE,IPAD,Megan Carter,megan.carter83@outlook.com,USA,2,700,0.00,USA,11/29/2025
523,ON-LINE,WATCH,Jason Perez,jason.perez28@outlook.com,USA,5,250,62.50,CANADA,12/14/2025
524,IN-STORE,IPAD,Megan Wilson,megan.wilson17@outlook.com,CANADA,1,700,56.00,USA,07/10/2025
525,ON-LINE,WATCH,Jason Perez,jason.perez28@outlook.com,USA,4,250,150.00,ENGLAND,11/17/2025
526,IN-STORE,COMPUTER,Rebecca White,rebecca.white18@proton.me,USA,2,1400,224.00,CANADA,12/23/2025
527,IN-STORE,WATCH,Megan Carter,megan.carter83@outlook.com,USA,5,250,37.50,USA,02/25/2025
528,IN-STORE,TV,Anna Taylor,anna.taylor7@gmail.com,ENGLAND,1,900,0.00,CANADA,12/10/2025
529,IN-STORE,WATCH,William Morris,william.morris43@gmail.com,USA,3,250,75.00,USA,01/12/2025
530,ON-LINE,WATCH,Kevin Johnson,kevin.johnson34@yahoo.com,USA,3,250,37.50,USA,09/23/2025
531,ON-LINE,WATCH,Megan Wilson,megan.wilson17@outlook.com,CANADA,5,250,37.50,USA,11/18/2025
532,ON-LINE,IPHONE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,1100,0.00,USA,06/10/2025
533,IN-STORE,IPHONE,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,1,1100,132.00,USA,11/16/2025
534,IN-STORE,TV,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,1,900,0.00,USA,01/12/2025
535,IN-STORE,WATCH,Susan Stewart,susan.stewart15@gmail.com,USA,4,250,0.00,CANADA,11/08/2025
536,ON-LINE,COMPUTER,Rebecca White,rebecca.white18@proton.me,USA,3,1400,336.00,ENGLAND,11/10/2025
537,IN-STORE,COMPUTER,Ryan Jackson,ryan.jackson94@proton.me,CANADA,1,1400,70.00,USA,03/15/2025
538,IN-STORE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,165.00,USA,10/06/2025
539,IN-STORE,TV,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,900,27.00,USA,01/07/2025
540,ON-LINE,IPAD,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,700,56.00,CANADA,07/27/2025
541,IN-STORE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,1,1400,140.00,USA,12/09/2025
542,ON-LINE,TV,Margaret Anderson,margaret.anderson4@proton.me,CANADA,1,900,135.00,CANADA,09/24/2025
543,IN-STORE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,2,1100,66.00,USA,08/31/2025
544,IN-STORE,IPHONE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,3,1100,0.00,USA,06/21/2025
545,ON-LINE,TV,Kevin Johnson,kevin.johnson34@yahoo.com,USA,4,900,0.00,USA,08/01/2025
546,ON-LINE,TV,Megan Carter,megan.carter83@outlook.com,USA,1,900,72.00,USA,11/16/2025
547,IN-STORE,IPAD,Megan Carter,megan.carter83@outlook.com,USA,1,700,35.00,CANADA,07/25/2025
548,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,2,1100,220.00,USA,05/18/2025
549,IN-STORE,IPAD,James Hill,james.hill3@gmail.com,CHINA,1,700,0.00,CANADA,07/05/2025
550,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,33.00,USA,10/18/2025
551,ON-LINE,COMPUTER,William Morris,william.morris43@gmail.com,USA,3,1400,210.00,CANADA,02/05/2025
552,ON-LINE,IPHONE,Emily Robinson,emily.robinson47@yahoo.com,ITALY,2,1100,0.00,USA,11/29/2025
553,IN-STORE,IPAD,Walter Rodriguez,walter.rodriguez74@proton.me,GERMANY,2,700,0.00,CANADA,10/13/2025
554,IN-STORE,IPAD,Bruce Taylor,bruce.taylor94@icloud.com,FRANCE,1,700,35.00,USA,07/04/2025
555,IN-STORE,IPAD,Megan Carter,megan.carter83@outlook.com,USA,3,700,0.00,USA,09/04/2025
556,ON-LINE,WATCH,Jeffrey Parker,jeffrey.parker39@proton.me,MEXICO,3,250,37.50,CANADA,02/08/2025
557,IN-STORE,EBIKE,Megan Carter,megan.carter83@outlook.com,USA,1,2200,110.00,ENGLAND,02/26/2025
558,ON-LINE,IPHONE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,2,1100,0.00,CANADA,02/20/2025
559,IN-STORE,TV,Megan Carter,megan.carter83@outlook.com,USA,3,900,0.00,ENGLAND,03/24/2025
560,ON-LINE,COMPUTER,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,1400,42.00,ENGLAND,10/18/2025
561,IN-STORE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,110.00,CANADA,12/06/2025
562,ON-LINE,IPHONE,Ryan Jackson,ryan.jackson94@proton.me,CANADA,1,1100,33.00,CANADA,12/29/2025
563,IN-STORE,COMPUTER,Walter Carter,walter.carter26@outlook.com,GERMANY,2,1400,0.00,USA,11/20/2025
564,ON-LINE,COMPUTER,Ryan Jackson,ryan.jackson94@proton.me,CANADA,2,1400,0.00,USA,09/13/2025
565,IN-STORE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,1,1400,0.00,ENGLAND,01/08/2025
566,ON-LINE,IPAD,Kevin Johnson,kevin.johnson34@yahoo.com,USA,2,700,168.00,ENGLAND,09/19/2025
567,IN-STORE,TV,Megan Carter,megan.carter83@outlook.com,USA,1,900,0.00,USA,10/08/2025
568,ON-LINE,IPHONE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,1100,0.00,USA,07/16/2025
569,ON-LINE,IPHONE,Grace Martinez,grace.martinez78@yahoo.com,USA,3,1100,330.00,CANADA,07/24/2025
570,ON-LINE,IPAD,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,700,70.00,ENGLAND,08/30/2025
571,ON-LINE,COMPUTER,Joshua Parker,joshua.parker78@yahoo.com,ITALY,2,1400,0.00,USA,11/13/2025
572,ON-LINE,COMPUTER,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,1,1400,112.00,CANADA,04/22/2025
573,ON-LINE,WATCH,Kevin Johnson,kevin.johnson34@yahoo.com,USA,3,250,0.00,USA,06/13/2025
574,ON-LINE,WATCH,Kevin Johnson,kevin.johnson34@yahoo.com,USA,3,250,60.00,USA,08/14/2025
575,ON-LINE,TV,Megan Carter,megan.carter83@outlook.com,USA,1,900,135.00,CANADA,05/20/2025
576,IN-STORE,COMPUTER,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,1,1400,112.00,CANADA,10/04/2025
577,IN-STORE,COMPUTER,Rebecca White,rebecca.white18@proton.me,USA,1,1400,70.00,USA,07/12/2025
578,IN-STORE,WATCH,Karen Cook,karen.cook21@yahoo.com,ENGLAND,1,250,0.00,ENGLAND,05/12/2025
579,ON-LINE,TV,William Morris,william.morris43@gmail.com,USA,1,900,90.00,CANADA,04/27/2025
580,IN-STORE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,0.00,USA,05/18/2025
581,ON-LINE,IPHONE,Ryan Jackson,ryan.jackson94@proton.me,CANADA,2,1100,0.00,ENGLAND,11/22/2025
582,IN-STORE,IPHONE,Megan Wilson,megan.wilson17@outlook.com,CANADA,1,1100,0.00,USA,11/20/2025
583,IN-STORE,EBIKE,Rebecca White,rebecca.white18@proton.me,USA,1,2200,220.00,CANADA,12/12/2025
584,ON-LINE,IPAD,Megan Carter,megan.carter83@outlook.com,USA,1,700,84.00,USA,12/04/2025
585,IN-STORE,IPHONE,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,1,1100,0.00,ENGLAND,10/23/2025
586,IN-STORE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,33.00,USA,07/12/2025
587,ON-LINE,EBIKE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,2200,264.00,USA,06/13/2025
588,ON-LINE,TV,Emily Robinson,emily.robinson47@yahoo.com,ITALY,1,900,0.00,USA,12/22/2025
589,ON-LINE,IPHONE,William Morris,william.morris43@gmail.com,USA,3,1100,0.00,CANADA,08/19/2025
590,IN-STORE,EBIKE,Timothy Johnson,timothy.johnson43@icloud.com,USA,1,2200,176.00,USA,04/18/2025
591,ON-LINE,TV,Megan Carter,megan.carter83@outlook.com,USA,3,900,405.00,ENGLAND,08/30/2025
592,ON-LINE,EBIKE,Megan Carter,megan.carter83@outlook.com,USA,1,2200,0.00,CANADA,12/04/2025
593,IN-STORE,TV,Linda Thomas,linda.thomas11@gmail.com,FRANCE,1,900,45.00,ENGLAND,12/10/2025
594,ON-LINE,IPAD,Brian Campbell,brian.campbell56@proton.me,GERMANY,1,700,0.00,CANADA,03/06/2025
595,ON-LINE,IPHONE,Matthew Gonzalez,matthew.gonzalez18@icloud.com,MEXICO,2,1100,66.00,CANADA,05/01/2025
596,ON-LINE,WATCH,Grace Jackson,grace.jackson80@outlook.com,FRANCE,3,250,22.50,CANADA,08/28/2025
597,IN-STORE,TV,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,1,900,27.00,ENGLAND,12/31/2025
598,ON-LINE,EBIKE,Anna Martinez,anna.martinez28@gmail.com,USA,1,2200,110.00,ENGLAND,12/28/2025
599,ON-LINE,IPAD,Grace Jackson,grace.jackson80@outlook.com,FRANCE,1,700,21.00,CANADA,10/27/2025
600,ON-LINE,IPHONE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,1100,0.00,USA,12/26/2025
601,ON-LINE,WATCH,Megan Carter,megan.carter83@outlook.com,USA,5,250,0.00,USA,10/24/2025
602,ON-LINE,IPAD,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,700,70.00,USA,12/25/2025
603,ON-LINE,WATCH,Rebecca White,rebecca.white18@proton.me,USA,1,250,20.00,USA,04/27/2025
604,IN-STORE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,33.00,ENGLAND,10/13/2025
605,ON-LINE,TV,Rebecca White,rebecca.white18@proton.me,USA,2,900,54.00,USA,09/09/2025
606,IN-STORE,IPHONE,George Stewart,george.stewart40@yahoo.com,ENGLAND,2,1100,66.00,USA,11/21/2025
607,ON-LINE,WATCH,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,3,250,0.00,ENGLAND,08/13/2025
608,ON-LINE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,3,1400,336.00,USA,04/25/2025
609,ON-LINE,COMPUTER,Rebecca White,rebecca.white18@proton.me,USA,1,1400,210.00,CANADA,03/05/2025
610,IN-STORE,IPAD,Megan Carter,megan.carter83@outlook.com,USA,1,700,84.00,USA,11/20/2025
611,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,132.00,USA,10/08/2025
612,ON-LINE,IPHONE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,1100,0.00,USA,02/12/2025
613,ON-LINE,IPHONE,Margaret Adams,margaret.adams83@icloud.com,CANADA,1,1100,165.00,ENGLAND,02/14/2025
614,ON-LINE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,2,1400,140.00,CANADA,10/31/2025
615,IN-STORE,EBIKE,Megan Wilson,megan.wilson17@outlook.com,CANADA,1,2200,176.00,USA,08/03/2025
616,ON-LINE,TV,Amanda Wilson,amanda.wilson34@proton.me,ITALY,1,900,45.00,ENGLAND,07/14/2025
617,IN-STORE,IPHONE,Grace Jackson,grace.jackson80@outlook.com,FRANCE,2,1100,176.00,CANADA,12/16/2025
618,ON-LINE,IPAD,Jason Perez,jason.perez28@outlook.com,USA,1,700,105.00,ENGLAND,06/19/2025
619,ON-LINE,TV,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,900,108.00,CANADA,09/06/2025
620,IN-STORE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,1,1400,140.00,USA,11/24/2025
621,IN-STORE,EBIKE,Kevin Moore,kevin.moore99@outlook.com,FRANCE,1,2200,176.00,CANADA,11/01/2025
622,IN-STORE,COMPUTER,Grace Jackson,grace.jackson80@outlook.com,FRANCE,1,1400,112.00,USA,11/04/2025
623,ON-LINE,IPHONE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,1100,132.00,USA,07/11/2025
624,IN-STORE,WATCH,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,1,250,12.50,USA,09/28/2025
625,IN-STORE,IPAD,Kevin Johnson,kevin.johnson34@yahoo.com,USA,2,700,112.00,ENGLAND,06/24/2025
626,ON-LINE,TV,Ryan Jackson,ryan.jackson94@proton.me,CANADA,1,900,135.00,ENGLAND,11/03/2025
627,ON-LINE,TV,Kevin Johnson,kevin.johnson34@yahoo.com,USA,2,900,0.00,ENGLAND,10/13/2025
628,IN-STORE,IPAD,Megan Carter,megan.carter83@outlook.com,USA,3,700,105.00,CANADA,06/03/2025
629,ON-LINE,WATCH,Megan Carter,megan.carter83@outlook.com,USA,1,250,0.00,USA,03/26/2025
630,ON-LINE,TV,Megan Carter,megan.carter83@outlook.com,USA,2,900,216.00,ENGLAND,04/11/2025
631,ON-LINE,IPHONE,William Morris,william.morris43@gmail.com,USA,1,1100,88.00,ENGLAND,11/17/2025
632,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,2,1100,0.00,USA,01/30/2025
633,IN-STORE,IPAD,Robert Parker,robert.parker71@yahoo.com,CHINA,3,700,63.00,USA,11/24/2025
634,ON-LINE,COMPUTER,Megan Wilson,megan.wilson17@outlook.com,CANADA,1,1400,112.00,USA,06/11/2025
635,IN-STORE,COMPUTER,Bruce Taylor,bruce.taylor94@icloud.com,FRANCE,1,1400,0.00,ENGLAND,10/04/2025
636,IN-STORE,COMPUTER,Kevin Johnson,kevin.johnson34@yahoo.com,USA,2,1400,84.00,USA,06/03/2025
637,IN-STORE,IPHONE,Betty Rivera,betty.rivera70@icloud.com,ITALY,1,1100,0.00,ENGLAND,02/13/2025
638,ON-LINE,TV,Rebecca White,rebecca.white18@proton.me,USA,1,900,27.00,ENGLAND,11/20/2025
639,ON-LINE,COMPUTER,Kevin Johnson,kevin.johnson34@yahoo.com,USA,2,1400,140.00,USA,12/25/2025
640,ON-LINE,IPAD,Megan Carter,megan.carter83@outlook.com,USA,1,700,56.00,USA,11/23/2025
641,IN-STORE,EBIKE,Rebecca White,rebecca.white18@proton.me,USA,2,2200,352.00,USA,07/06/2025
642,ON-LINE,IPAD,George Stewart,george.stewart40@yahoo.com,ENGLAND,1,700,35.00,USA,09/12/2025
643,IN-STORE,COMPUTER,Amanda Wilson,amanda.wilson34@proton.me,ITALY,1,1400,140.00,USA,08/23/2025
644,ON-LINE,IPHONE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,1100,0.00,USA,08/20/2025
645,IN-STORE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,1,1100,55.00,CANADA,08/14/2025
646,IN-STORE,IPHONE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,2,1100,110.00,CANADA,11/27/2025
647,ON-LINE,WATCH,Megan Wilson,megan.wilson17@outlook.com,CANADA,4,250,50.00,USA,12/03/2025
648,ON-LINE,IPHONE,Grace Jackson,grace.jackson80@outlook.com,FRANCE,1,1100,110.00,CANADA,02/07/2025
649,ON-LINE,EBIKE,Joseph Jackson,joseph.jackson59@gmail.com,CANADA,1,2200,0.00,USA,04/18/2025
650,IN-STORE,WATCH,Jason Perez,jason.perez28@outlook.com,USA,5,250,37.50,USA,11/22/2025
651,ON-LINE,WATCH,Mark Lewis,mark.lewis1@yahoo.com,MEXICO,2,250,15.00,USA,01/17/2025
652,IN-STORE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,1,1400,210.00,USA,11/27/2025
653,IN-STORE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,1,1400,42.00,CANADA,11/23/2025
654,ON-LINE,IPHONE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,1100,33.00,USA,08/30/2025
655,ON-LINE,COMPUTER,Rebecca White,rebecca.white18@proton.me,USA,1,1400,112.00,USA,11/05/2025
656,ON-LINE,WATCH,Jack Gonzalez,jack.gonzalez6@yahoo.com,GERMANY,1,250,30.00,CANADA,08/15/2025
657,ON-LINE,EBIKE,Grace Jackson,grace.jackson80@outlook.com,FRANCE,1,2200,66.00,USA,11/13/2025
658,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,2,1100,264.00,USA,09/14/2025
659,IN-STORE,TV,Megan Wilson,megan.wilson17@outlook.com,CANADA,1,900,72.00,USA,10/31/2025
660,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,4,1100,220.00,CANADA,09/03/2025
661,ON-LINE,COMPUTER,Jason Perez,jason.perez28@outlook.com,USA,2,1400,280.00,CANADA,11/18/2025
662,IN-STORE,TV,Kevin Johnson,kevin.johnson34@yahoo.com,USA,2,900,90.00,USA,09/16/2025
663,ON-LINE,COMPUTER,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,1400,112.00,USA,11/20/2025
664,IN-STORE,IPHONE,Ashley Moore,ashley.moore90@gmail.com,USA,1,1100,110.00,USA,02/10/2025
665,IN-STORE,COMPUTER,Jason Perez,jason.perez28@outlook.com,USA,1,1400,70.00,ENGLAND,06/05/2025
666,ON-LINE,COMPUTER,Megan Carter,megan.carter83@outlook.com,USA,2,1400,140.00,ENGLAND,11/22/2025
667,ON-LINE,COMPUTER,Susan Garcia,susan.garcia46@outlook.com,CHINA,1,1400,210.00,CANADA,12/11/2025
668,ON-LINE,IPHONE,Elizabeth Stewart,elizabeth.stewart20@proton.me,ITALY,2,1100,0.00,CANADA,08/13/2025
669,IN-STORE,IPHONE,Rebecca White,rebecca.white18@proton.me,USA,2,1100,220.00,USA,11/25/2025
670,ON-LINE,WATCH,Megan Carter,megan.carter83@outlook.com,USA,2,250,15.00,ENGLAND,12/08/2025
671,IN-STORE,WATCH,Timothy Robinson,timothy.robinson7@gmail.com,FRANCE,5,250,37.50,USA,12/15/2025
672,ON-LINE,IPHONE,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,1100,33.00,USA,07/28/2025
673,IN-STORE,IPAD,Paul Jones,paul.jones73@outlook.com,USA,1,700,35.00,USA,11/13/2025
674,ON-LINE,COMPUTER,Bruce Taylor,bruce.taylor94@icloud.com,FRANCE,2,1400,84.00,USA,11/06/2025
675,IN-STORE,TV,Megan Carter,megan.carter83@outlook.com,USA,1,900,0.00,USA,11/12/2025
676,IN-STORE,COMPUTER,Kevin Johnson,kevin.johnson34@yahoo.com,USA,1,1400,0.00,ENGLAND,11/27/2025
677,ON-LINE,TV,Jason Perez,jason.perez28@outlook.com,USA,1,900,108.00,CANADA,08/25/2025
678,ON-LINE,EBIKE,Megan Wilson,megan.wilson17@outlook.com,CANADA,1,2200,0.00,USA,09/30/2025
679,ON-LINE,EBIKE,Rebecca White,rebecca.white18@proton.me,USA,1,2200,0.00,CANADA,11/09/2025
680,IN-STORE,IPAD,Megan Carter,megan.carter83@outlook.com,USA,1,700,0.00,USA,12/09/2025
681,IN-STORE,EBIKE,Megan Carter,megan.carter83@outlook.com,USA,1,2200,176.00,CANADA,03/18/2025
682,ON-LINE,IPHONE,Megan Carter,megan.carter83@outlook.com,USA,2,1100,176.00,USA,02/19/2025
683,ON-LINE,TV,Mark Baker,mark.baker99@gmail.com,CHINA,2,900,0.00,USA,01/13/2025
684,ON-LINE,EBIKE,Grace Jackson,grace.jackson80@outlook.com,FRANCE,1,2200,66.00,ENGLAND,09/14/2025
685,IN-STORE,IPAD,William Morris,william.morris43@gmail.com,USA,1,700,35.00,USA,11/25/2025
686,IN-STORE,EBIKE,Megan Wilson,megan.wilson17@outlook.com,CANADA,1,2200,0.00,USA,11/21/2025
687,IN-STORE,EBIKE,Ryan Jackson,ryan.jackson94@proton.me,CANADA,1,2200,110.00,CANADA,11/06/2025
