sale_id,sale_type,sales_channel,product_name,product_category,product_brand,customer_name,customer_email,customer_country,customer_city,customer_gender,customer_segment,quantity,unit_price,cost_price,discount,store_location,store_region,store_manager,sale_date,order_timestamp,delivery_date,order_status
9027,ON-LINE,WEB,MACBOOK,COMPUTERS,Apple,James Hall,james.hall67@proton.me,ENGLAND,Manchester,MALE,REGULAR,1,2059.0,1491.06,0.0,USA,EAST,Linda Parker,05/18/2017,2017-05-18 10:51:31,2017-05-19,COMPLETED
9028,ON-LINE,MOBILE_APP,TV,ELECTRONICS,LG,Olivia Turner,olivia.turner50@gmail.com,MEXICO,Mexico City,FEMALE,REGULAR,1,1617.0,971.41,80.85,USA,WEST,Linda Parker,2015-08-20,2015-08-20 16:38:12,2015-08-27,COMPLETED
9029,ON-LINE,WEB,IPHONE,MOBILE,Apple,Anna Martin,anna.martin85@proton.me,CANADA,Vancouver,FEMALE,PREMIUM,1,1364.0,940.83,0.0,USA,WEST,Linda Parker,2016-08-30,2016-08-30 11:05:38,2016-08-31,COMPLETED
9030,IN-STORE,STORE,WATCH,WEARABLE,Samsung,Pierre Moreau,pierre.moreau92@proton.me,CHINA,Shanghai,MALE,PREMIUM,1,115.0,76.53,5.75,USA,WEST,Jay Smith,2016-08-04,2016-08-04 16:52:58,2016-08-09,COMPLETED
9031,ON-LINE,WEB,IPHONE,MOBILE,Apple,Li Mitchell,li.mitchell58@gmail.com,ENGLAND,Manchester,FEMALE,REGULAR,2,1013.0,786.12,202.6,USA,WEST,Jay Smith,05/11/2017,2017-05-11 14:37:21,2017-05-11,RETURNED
9032,ON-LINE,WEB,COMPUTER,COMPUTERS,Lenovo,Harper Martin,harper.martin37@yahoo.com,GERMANY,Berlin,MALE,PREMIUM,1,930.0,715.53,0.0,CHINA,SOUTH,Li Chen,2015-10-04,2015-10-04 10:41:18,2015-10-13,COMPLETED
9033,IN-STORE,STORE,BIKE,MOBILITY,Giant,Giulia Jackson,giulia.jackson25@proton.me,ENGLAND,Manchester,FEMALE,PREMIUM,1,778.0,593.95,77.8,ENGLAND,SOUTH,Grace Turner,2017-05-13,2017-05-13 09:57:49,2017-05-19,COMPLETED
9034,ON-LINE,WEB,IPAD,TABLET,Apple,Hannah Liu,hannah.liu4@gmail.com,GERMANY,Berlin,FEMALE,PREMIUM,1,1036.0,651.53,0.0,CANADA,CENTRAL,Noah Bennett,2015-11-15,2015-11-15 19:50:26,2015-11-24,COMPLETED
9035,ON-LINE,WEB,HEADPHONES,AUDIO,Bose,Amir Harris,amir.harris71@outlook.com,MEXICO,Guadalajara,MALE,PREMIUM,1,217.0,138.36,10.85,USA,EAST,Linda Parker,2016-10-09,2016-10-09 08:34:27,2016-10-17,COMPLETED
9036,ON-LINE,WEB,BIKE,MOBILITY,Trek,Mason Thomas,mason.thomas79@gmail.com,FRANCE,Paris,FEMALE,REGULAR,1,1053.0,744.58,0.0,CHINA,EAST,Li Chen,2015-12-25,2015-12-25 11:53:42,2016-01-01,COMPLETED
9037,IN-STORE,STORE,WATCH,WEARABLE,Samsung,Anna Martin,anna.martin85@proton.me,CANADA,Vancouver,FEMALE,PREMIUM,4,528.0,361.48,0.0,CHINA,SOUTH,Li Chen,11/06/2015,2015-11-06 11:34:39,2015-11-08,COMPLETED
9038,ON-LINE,MOBILE_APP,TV,ELECTRONICS,LG,Marco Anderson,marco.anderson6@proton.me,GERMANY,Hamburg,FEMALE,REGULAR,1,1901.0,1409.83,190.1,USA,WEST,Linda Parker,2015-09-03,2015-09-03 11:58:40,2015-09-10,COMPLETED
9039,ON-LINE,WEB,TV,ELECTRONICS,Samsung,Amir Perez,amir.perez69@outlook.com,ENGLAND,Manchester,FEMALE,REGULAR,1,873.0,531.84,0.0,CHINA,EAST,Wei Zhang,2015-12-26,2015-12-26 16:37:04,2016-01-03,COMPLETED
9040,IN-STORE,STORE,HEADPHONES,AUDIO,Bose,Anna Martin,anna.martin85@proton.me,CANADA,Vancouver,FEMALE,PREMIUM,2,226.0,153.13,22.6,USA,WEST,Jay Smith,2017-09-14,2017-09-14 17:06:45,2017-09-15,COMPLETED
9041,IN-STORE,STORE,IPHONE,MOBILE,Apple,Lucia Miller,lucia.miller49@proton.me,GERMANY,Munich,MALE,PREMIUM,3,1314.0,1009.27,197.1,CANADA,WEST,Emily Chen,10/11/2015,2015-10-11 19:56:51,2015-10-18,COMPLETED
9042,ON-LINE,MOBILE_APP,HELMET,ACCESSORY,Giro,Amir Perez,amir.perez69@outlook.com,ENGLAND,Manchester,FEMALE,REGULAR,3,60.0,41.72,18.0,ENGLAND,SOUTH,Grace Turner,2015-09-17,2015-09-17 21:59:39,2015-09-20,COMPLETED
9043,ON-LINE,WEB,BIKE,MOBILITY,Cannondale,Sophia Wright,sophia.wright90@gmail.com,ITALY,Milan,MALE,REGULAR,1,314.0,227.89,0.0,CANADA,CENTRAL,Emily Chen,01/10/2015,2015-01-10 10:09:29,2015-01-12,COMPLETED
9044,ON-LINE,MOBILE_APP,IPHONE,MOBILE,Apple,Ava Fischer,ava.fischer31@outlook.com,CHINA,Shenzhen,FEMALE,REGULAR,2,1408.0,1024.64,0.0,CANADA,WEST,Emily Chen,12/31/2017,2017-12-31 11:50:31,2018-01-01,COMPLETED
9045,IN-STORE,STORE,MACBOOK,COMPUTERS,Apple,Li Young,li.young12@icloud.com,GERMANY,Munich,FEMALE,REGULAR,1,1256.0,829.94,188.4,USA,WEST,Linda Parker,2015-11-29,2015-11-29 12:57:16,2015-11-29,COMPLETED
9046,IN-STORE,STORE,COMPUTER,COMPUTERS,Dell,Levi Campbell,levi.campbell23@icloud.com,ENGLAND,Manchester,OTHER,PREMIUM,1,1289.0,794.88,128.9,USA,EAST,Jay Smith,2015-06-23,2015-06-23 13:34:54,2015-07-01,COMPLETED
9047,IN-STORE,STORE,BIKE,MOBILITY,Cannondale,Grace Martin,grace.martin19@proton.me,USA,New York,MALE,REGULAR,1,914.0,684.99,0.0,CHINA,EAST,Li Chen,05/04/2015,2015-05-04 21:45:01,2015-05-06,COMPLETED
9048,IN-STORE,STORE,EBIKE,MOBILITY,Trek,Hans King,hans.king23@yahoo.com,INDIA,Mumbai,FEMALE,REGULAR,1,2619.0,1685.29,392.85,CHINA,EAST,Wei Zhang,2017-09-21,2017-09-21 12:15:12,2017-09-30,COMPLETED
9049,ON-LINE,WEB,HEADPHONES,AUDIO,Bose,Logan Wright,logan.wright7@outlook.com,USA,San Jose,MALE,STUDENT,2,190.0,116.62,0.0,ENGLAND,NORTH,Grace Turner,2016-03-01,2016-03-01 18:26:45,2016-03-05,COMPLETED
9050,ON-LINE,WEB,TV,ELECTRONICS,Samsung,Hannah Garcia,hannah.garcia94@icloud.com,GERMANY,Hamburg,FEMALE,REGULAR,3,659.0,509.44,0.0,CHINA,SOUTH,Li Chen,2017-11-21,2017-11-21 20:12:26,2017-11-30,COMPLETED
9051,ON-LINE,WEB,HELMET,ACCESSORY,Bell,Daniel Jackson,daniel.jackson47@proton.me,CHINA,Shenzhen,FEMALE,REGULAR,3,158.0,110.02,23.7,ENGLAND,SOUTH,Oliver Reed,2017-09-05,2017-09-05 15:01:43,2017-09-05,COMPLETED
9052,ON-LINE,WEB,TV,ELECTRONICS,Sony,Emily Patel,emily.patel75@yahoo.com,GERMANY,Munich,MALE,REGULAR,2,1980.0,1339.22,0.0,USA,WEST,Linda Parker,2016-05-15,2016-05-15 13:02:04,2016-05-19,COMPLETED
9053,ON-LINE,WEB,EBIKE,MOBILITY,Trek,Emma Adams,emma.adams35@gmail.com,USA,San Jose,MALE,REGULAR,1,2655.0,1936.71,132.75,USA,EAST,Jay Smith,10/04/2017,2017-10-04 14:45:08,2017-10-12,COMPLETED
9054,ON-LINE,MOBILE_APP,IPAD,TABLET,Apple,Daniela Muller,daniela.muller40@proton.me,INDIA,Mumbai,MALE,PREMIUM,1,881.0,588.36,88.1,CHINA,EAST,Li Chen,2016-04-16,2016-04-16 10:26:56,2016-04-16,COMPLETED
9055,ON-LINE,MOBILE_APP,BIKE,MOBILITY,Cannondale,Amelia Muller,amelia.muller48@gmail.com,ENGLAND,Manchester,FEMALE,REGULAR,2,340.0,248.06,0.0,ENGLAND,SOUTH,Oliver Reed,2016-09-28,2016-09-28 09:36:22,2016-10-01,COMPLETED
9056,IN-STORE,STORE,BIKE,MOBILITY,Giant,Camila Collins,camila.collins49@yahoo.com,CANADA,Toronto,MALE,REGULAR,1,489.0,371.68,48.9,CHINA,EAST,Wei Zhang,05/29/2017,2017-05-29 16:40:31,2017-06-05,COMPLETED
9057,ON-LINE,WEB,COMPUTER,COMPUTERS,Lenovo,David Adams,david.adams35@gmail.com,GERMANY,Munich,MALE,REGULAR,1,1270.0,899.58,0.0,CHINA,SOUTH,Li Chen,2017-03-21,2017-03-21 20:14:31,2017-03-26,COMPLETED
9058,ON-LINE,WEB,MACBOOK,COMPUTERS,Apple,Pierre King,pierre.king34@proton.me,CHINA,Beijing,FEMALE,PREMIUM,2,1329.0,1030.61,398.7,ENGLAND,SOUTH,Grace Turner,2017-08-08,2017-08-08 20:33:26,2017-08-08,COMPLETED
9059,IN-STORE,STORE,SCOOTER,MOBILITY,Segway,Aria Muller,aria.muller21@outlook.com,INDIA,Mumbai,MALE,REGULAR,2,766.0,515.07,306.4,USA,EAST,Jay Smith,2017-11-24,2017-11-24 19:12:54,2017-11-26,COMPLETED
9060,ON-LINE,WEB,HEADPHONES,AUDIO,Sony,George Sharma,george.sharma8@outlook.com,CHINA,Shanghai,MALE,REGULAR,3,396.0,308.63,0.0,CANADA,WEST,Emily Chen,08/05/2017,2017-08-05 14:54:24,2017-08-05,RETURNED
9061,ON-LINE,WEB,HEADPHONES,AUDIO,Sony,Abigail Parker,abigail.parker95@icloud.com,MEXICO,Guadalajara,FEMALE,STUDENT,1,335.0,250.72,0.0,USA,WEST,Linda Parker,05/30/2016,2016-05-30 15:23:35,2016-06-03,COMPLETED
9062,ON-LINE,WEB,SCOOTER,MOBILITY,Xiaomi,Ananya Phillips,ananya.phillips94@gmail.com,INDIA,Delhi,FEMALE,REGULAR,1,697.0,509.1,0.0,USA,WEST,Jay Smith,2015-12-29,2015-12-29 21:53:30,2016-01-06,COMPLETED
9063,ON-LINE,MOBILE_APP,COMPUTER,COMPUTERS,Lenovo,Daniela Miller,daniela.miller16@icloud.com,ITALY,Milan,FEMALE,REGULAR,1,1847.0,1325.21,92.35,CHINA,SOUTH,Li Chen,2015-09-02,2015-09-02 09:20:55,2015-09-09,COMPLETED
9064,ON-LINE,MOBILE_APP,HEADPHONES,AUDIO,Apple,Hannah Harris,hannah.harris62@gmail.com,USA,Chicago,FEMALE,REGULAR,2,277.0,179.46,27.7,ENGLAND,SOUTH,Oliver Reed,2016-11-07,2016-11-07 13:41:27,2016-11-10,COMPLETED
9065,ON-LINE,MOBILE_APP,TV,ELECTRONICS,Samsung,Matthew Anderson,matthew.anderson17@gmail.com,GERMANY,Berlin,FEMALE,REGULAR,1,1376.0,1091.28,206.4,USA,EAST,Linda Parker,08/25/2015,2015-08-25 08:20:08,2015-08-31,COMPLETED
9066,IN-STORE,STORE,HELMET,ACCESSORY,Specialized,Pierre Moreau,pierre.moreau92@proton.me,CHINA,Shanghai,MALE,PREMIUM,2,88.0,55.95,17.6,CHINA,SOUTH,Wei Zhang,09/11/2016,2016-09-11 14:15:31,2016-09-19,COMPLETED
9067,ON-LINE,WEB,COMPUTER,COMPUTERS,Lenovo,Liam Morris,liam.morris62@icloud.com,USA,San Jose,FEMALE,REGULAR,1,1309.0,953.83,0.0,CHINA,EAST,Wei Zhang,2016-12-07,2016-12-07 18:16:46,2016-12-15,COMPLETED
9068,IN-STORE,STORE,WATCH,WEARABLE,Samsung,Jack Wright,jack.wright11@proton.me,GERMANY,Hamburg,MALE,REGULAR,2,460.0,331.92,92.0,USA,WEST,Jay Smith,2016-03-07,2016-03-07 18:17:19,2016-03-13,COMPLETED
9069,ON-LINE,WEB,HELMET,ACCESSORY,Bell,Logan Wang,logan.wang4@gmail.com,GERMANY,Berlin,FEMALE,REGULAR,4,171.0,130.41,0.0,CHINA,SOUTH,Li Chen,06/15/2015,2015-06-15 13:13:05,2015-06-18,COMPLETED
9070,ON-LINE,WEB,WATCH,WEARABLE,Samsung,Daniel Jackson,daniel.jackson47@proton.me,CHINA,Shenzhen,FEMALE,REGULAR,1,113.0,68.23,0.0,USA,EAST,Jay Smith,04/20/2017,2017-04-20 20:58:42,2017-04-23,COMPLETED
9071,IN-STORE,STORE,EBIKE,MOBILITY,Specialized,Marco Hall,marco.hall5@yahoo.com,CANADA,Toronto,FEMALE,REGULAR,2,3929.0,2664.94,392.9,USA,WEST,Linda Parker,08/30/2016,2016-08-30 16:36:11,2016-08-31,COMPLETED
9072,ON-LINE,WEB,HEADPHONES,AUDIO,Bose,Ella Martinez,ella.martinez22@gmail.com,MEXICO,Guadalajara,OTHER,REGULAR,2,251.0,167.21,75.3,USA,EAST,Jay Smith,05/13/2016,2016-05-13 15:54:50,2016-05-21,COMPLETED
9073,ON-LINE,WEB,BIKE,MOBILITY,Cannondale,Noah Wang,noah.wang93@outlook.com,USA,Chicago,MALE,PREMIUM,1,687.0,521.66,34.35,USA,WEST,Linda Parker,2015-03-23,2015-03-23 08:41:35,2015-03-31,COMPLETED
9074,ON-LINE,MOBILE_APP,BIKE,MOBILITY,Giant,Lucas Morris,lucas.morris59@icloud.com,FRANCE,Paris,FEMALE,REGULAR,1,608.0,368.62,30.4,CHINA,EAST,Li Chen,2017-08-15,2017-08-15 13:36:55,2017-08-18,COMPLETED
9075,ON-LINE,WEB,HELMET,ACCESSORY,Giro,Matthew Anderson,matthew.anderson17@gmail.com,GERMANY,Berlin,FEMALE,REGULAR,1,61.0,46.96,3.05,USA,EAST,Linda Parker,2017-06-12,2017-06-12 16:17:15,2017-06-13,COMPLETED
9076,ON-LINE,WEB,MACBOOK,COMPUTERS,Apple,Ava Fischer,ava.fischer31@outlook.com,CHINA,Shenzhen,FEMALE,REGULAR,1,2997.0,2115.76,599.4,CANADA,CENTRAL,Emily Chen,2017-10-20,2017-10-20 16:44:36,2017-10-21,COMPLETED
9077,ON-LINE,MOBILE_APP,COMPUTER,COMPUTERS,Lenovo,Lucas Miller,lucas.miller18@gmail.com,CANADA,Vancouver,MALE,REGULAR,1,1103.0,849.78,220.6,USA,WEST,Jay Smith,2015-05-16,2015-05-16 18:02:31,2015-05-20,COMPLETED
9078,ON-LINE,WEB,EBIKE,MOBILITY,Giant,Matthew Anderson,matthew.anderson17@gmail.com,GERMANY,Berlin,FEMALE,REGULAR,3,1389.0,1044.92,0.0,USA,EAST,Jay Smith,11/20/2016,2016-11-20 21:59:01,2016-11-20,COMPLETED
9079,ON-LINE,WEB,IPHONE,MOBILE,Apple,Pierre Moreau,pierre.moreau92@proton.me,CHINA,Shanghai,MALE,PREMIUM,1,1248.0,799.72,124.8,CHINA,EAST,Wei Zhang,2017-12-16,2017-12-16 16:09:43,2017-12-21,COMPLETED
9080,ON-LINE,MOBILE_APP,HEADPHONES,AUDIO,Apple,Priya Taylor,priya.taylor83@proton.me,FRANCE,Lyon,MALE,REGULAR,3,95.0,70.26,0.0,USA,WEST,Jay Smith,2015-07-08,2015-07-08 16:59:36,2015-07-08,COMPLETED
9081,ON-LINE,MOBILE_APP,IPAD,TABLET,Apple,Marco Dubois,marco.dubois1@gmail.com,MEXICO,Guadalajara,MALE,REGULAR,1,1111.0,886.61,0.0,CHINA,EAST,Li Chen,2017-09-30,2017-09-30 17:05:59,2017-10-06,COMPLETED
9082,ON-LINE,WEB,IPAD,TABLET,Apple,Owen Gonzalez,owen.gonzalez49@yahoo.com,CHINA,Shenzhen,FEMALE,PREMIUM,1,824.0,578.26,82.4,ENGLAND,NORTH,Grace Turner,06/28/2015,2015-06-28 13:49:57,2015-07-07,COMPLETED
9083,ON-LINE,MOBILE_APP,BIKE,MOBILITY,Cannondale,Elena Ferrari,elena.ferrari88@proton.me,ENGLAND,London,FEMALE,REGULAR,1,551.0,428.18,0.0,USA,WEST,Linda Parker,07/02/2017,2017-07-02 14:05:40,2017-07-11,COMPLETED
9084,ON-LINE,WEB,SCOOTER,MOBILITY,Razor,Elena Ferrari,elena.ferrari88@proton.me,ENGLAND,London,FEMALE,REGULAR,1,333.0,229.42,0.0,USA,WEST,Linda Parker,12/09/2016,2016-12-09 13:10:19,2016-12-14,COMPLETED
9085,ON-LINE,WEB,HEADPHONES,AUDIO,Sony,George Taylor,george.taylor81@icloud.com,CHINA,Shenzhen,FEMALE,REGULAR,3,108.0,79.88,0.0,CANADA,WEST,Noah Bennett,2016-09-01,2016-09-01 21:47:29,2016-09-10,COMPLETED
9086,IN-STORE,STORE,EBIKE,MOBILITY,Specialized,Anna Martin,anna.martin85@proton.me,CANADA,Vancouver,FEMALE,PREMIUM,1,2774.0,2188.79,0.0,USA,EAST,Jay Smith,12/01/2016,2016-12-01 09:55:51,2016-12-04,COMPLETED
9087,ON-LINE,MOBILE_APP,IPHONE,MOBILE,Apple,James Hall,james.hall67@proton.me,ENGLAND,Manchester,MALE,REGULAR,1,1220.0,950.76,0.0,CHINA,EAST,Wei Zhang,11/21/2017,2017-11-21 17:27:20,2017-11-21,COMPLETED
9088,IN-STORE,STORE,HEADPHONES,AUDIO,Sony,Elena Lewis,elena.lewis53@outlook.com,CHINA,Beijing,MALE,REGULAR,3,292.0,207.19,0.0,CANADA,WEST,Noah Bennett,2016-07-02,2016-07-02 09:21:56,2016-07-11,COMPLETED
9089,IN-STORE,STORE,MACBOOK,COMPUTERS,Apple,Logan Phillips,logan.phillips84@outlook.com,GERMANY,Munich,OTHER,PREMIUM,2,2296.0,1714.36,229.6,CHINA,EAST,Li Chen,09/17/2015,2015-09-17 09:24:14,2015-09-24,COMPLETED
9090,ON-LINE,WEB,HEADPHONES,AUDIO,Apple,Marco Dubois,marco.dubois1@gmail.com,MEXICO,Guadalajara,MALE,REGULAR,2,121.0,83.01,0.0,USA,WEST,Jay Smith,07/14/2015,2015-07-14 19:26:53,2015-07-20,COMPLETED
9091,ON-LINE,WEB,IPHONE,MOBILE,Apple,Harper Perez,harper.perez56@outlook.com,ENGLAND,Manchester,FEMALE,REGULAR,1,1067.0,649.72,53.35,ENGLAND,NORTH,Oliver Reed,2015-06-15,2015-06-15 14:14:48,2015-06-21,COMPLETED
9092,ON-LINE,MOBILE_APP,HEADPHONES,AUDIO,Bose,Miguel Clark,miguel.clark39@outlook.com,CHINA,Beijing,FEMALE,REGULAR,3,109.0,70.7,0.0,CANADA,CENTRAL,Noah Bennett,11/02/2017,2017-11-02 08:40:31,2017-11-07,COMPLETED
9093,IN-STORE,STORE,TV,ELECTRONICS,LG,Sarah Smith,sarah.smith85@outlook.com,GERMANY,Hamburg,OTHER,REGULAR,1,633.0,397.02,63.3,CHINA,EAST,Li Chen,2016-06-19,2016-06-19 16:30:59,2016-06-20,COMPLETED
9094,ON-LINE,WEB,IPAD,TABLET,Apple,Aiden Ferrari,aiden.ferrari27@icloud.com,MEXICO,Guadalajara,FEMALE,REGULAR,1,452.0,348.96,45.2,CHINA,EAST,Li Chen,2015-09-26,2015-09-26 10:02:01,2015-09-28,COMPLETED
9095,IN-STORE,STORE,SCOOTER,MOBILITY,Razor,Elena Robinson,elena.robinson36@yahoo.com,INDIA,Bengaluru,FEMALE,REGULAR,3,217.0,158.77,0.0,CANADA,CENTRAL,Noah Bennett,06/23/2017,2017-06-23 18:29:50,2017-07-02,COMPLETED
9096,ON-LINE,WEB,IPHONE,MOBILE,Apple,Sara Sharma,sara.sharma17@gmail.com,CHINA,Shanghai,FEMALE,REGULAR,3,1492.0,989.44,0.0,USA,EAST,Linda Parker,12/31/2017,2017-12-31 16:08:07,2017-12-31,COMPLETED
9097,ON-LINE,WEB,SCOOTER,MOBILITY,Razor,Sara Sharma,sara.sharma17@gmail.com,CHINA,Shanghai,FEMALE,REGULAR,2,632.0,401.54,0.0,CANADA,WEST,Noah Bennett,10/12/2016,2016-10-12 18:56:01,2016-10-13,COMPLETED
9098,ON-LINE,WEB,IPAD,TABLET,Apple,James Davis,james.davis50@outlook.com,CHINA,Shenzhen,OTHER,REGULAR,1,497.0,381.7,0.0,USA,WEST,Linda Parker,02/28/2017,2017-02-28 19:18:47,2017-03-06,COMPLETED
9099,ON-LINE,WEB,IPAD,TABLET,Apple,Miguel Jackson,miguel.jackson11@icloud.com,MEXICO,Guadalajara,FEMALE,PREMIUM,1,587.0,394.18,0.0,CHINA,SOUTH,Li Chen,2016-06-21,2016-06-21 08:42:44,2016-06-24,COMPLETED
9100,ON-LINE,WEB,TV,ELECTRONICS,Samsung,Michael White,michael.white41@icloud.com,GERMANY,Hamburg,MALE,PREMIUM,1,1863.0,1126.43,186.3,CHINA,SOUTH,Li Chen,2017-06-08,2017-06-08 14:45:04,2017-06-13,COMPLETED
9101,IN-STORE,STORE,IPHONE,MOBILE,Apple,Daniela Muller,daniela.muller40@proton.me,INDIA,Mumbai,MALE,PREMIUM,1,1426.0,1048.19,71.3,CHINA,SOUTH,Li Chen,2015-06-01,2015-06-01 19:33:23,2015-06-01,COMPLETED
9102,IN-STORE,STORE,COMPUTER,COMPUTERS,HP,Jane Stewart,jane.stewart67@gmail.com,CHINA,Shenzhen,MALE,REGULAR,1,970.0,734.27,48.5,USA,WEST,Linda Parker,2017-11-05,2017-11-05 16:32:08,2017-11-12,COMPLETED
9103,ON-LINE,MOBILE_APP,COMPUTER,COMPUTERS,Dell,Logan Moore,logan.moore48@yahoo.com,GERMANY,Munich,OTHER,REGULAR,2,1376.0,900.67,0.0,USA,WEST,Jay Smith,09/09/2017,2017-09-09 10:39:37,2017-09-10,COMPLETED
9104,ON-LINE,WEB,MACBOOK,COMPUTERS,Apple,John Lopez,john.lopez25@proton.me,CHINA,Beijing,FEMALE,REGULAR,1,1633.0,1177.53,0.0,USA,WEST,Linda Parker,2015-07-20,2015-07-20 14:51:35,2015-07-20,COMPLETED
9105,IN-STORE,STORE,SCOOTER,MOBILITY,Xiaomi,Chloe Johnson,chloe.johnson7@proton.me,MEXICO,Mexico City,OTHER,REGULAR,1,268.0,171.57,0.0,ENGLAND,NORTH,Oliver Reed,2016-11-11,2016-11-11 11:43:14,2016-11-13,COMPLETED
9106,ON-LINE,WEB,TV,ELECTRONICS,Sony,Francesca Gonzalez,francesca.gonzalez69@icloud.com,CHINA,Shenzhen,FEMALE,REGULAR,3,529.0,363.71,0.0,ENGLAND,SOUTH,Oliver Reed,2015-01-15,2015-01-15 19:43:22,2015-01-17,RETURNED
9107,IN-STORE,STORE,MACBOOK,COMPUTERS,Apple,Evelyn Sanchez,evelyn.sanchez23@proton.me,INDIA,Bengaluru,FEMALE,REGULAR,1,1921.0,1253.14,0.0,USA,EAST,Jay Smith,12/06/2016,2016-12-06 19:03:20,2016-12-08,COMPLETED
9108,ON-LINE,WEB,WATCH,WEARABLE,Samsung,Lucas Khan,lucas.khan70@outlook.com,GERMANY,Munich,MALE,PREMIUM,1,143.0,97.72,0.0,CHINA,SOUTH,Li Chen,04/23/2015,2015-04-23 21:55:47,2015-04-26,COMPLETED
9109,ON-LINE,WEB,EBIKE,MOBILITY,Giant,Giulia Jackson,giulia.jackson25@proton.me,ENGLAND,Manchester,FEMALE,PREMIUM,2,2197.0,1372.33,0.0,CANADA,CENTRAL,Emily Chen,2016-09-21,2016-09-21 17:43:02,2016-09-29,COMPLETED
9110,IN-STORE,STORE,EBIKE,MOBILITY,Giant,Joseph Walker,joseph.walker75@yahoo.com,CHINA,Shenzhen,FEMALE,REGULAR,1,1828.0,1250.03,0.0,CHINA,SOUTH,Wei Zhang,2017-12-02,2017-12-02 16:43:46,2017-12-02,COMPLETED
9111,IN-STORE,STORE,IPHONE,MOBILE,Apple,Jacob Scott,jacob.scott24@gmail.com,USA,Chicago,FEMALE,REGULAR,2,1303.0,920.72,0.0,USA,EAST,Linda Parker,04/01/2017,2017-04-01 14:34:11,2017-04-08,COMPLETED
9112,IN-STORE,STORE,IPAD,TABLET,Apple,Logan Turner,logan.turner94@icloud.com,FRANCE,Lyon,OTHER,REGULAR,1,981.0,619.47,0.0,USA,EAST,Jay Smith,06/18/2016,2016-06-18 20:13:52,2016-06-25,COMPLETED
9113,ON-LINE,MOBILE_APP,BIKE,MOBILITY,Trek,Francesca Gonzalez,francesca.gonzalez69@icloud.com,CHINA,Shenzhen,FEMALE,REGULAR,1,642.0,434.98,32.1,USA,EAST,Jay Smith,08/11/2017,2017-08-11 11:25:05,2017-08-15,COMPLETED
9114,ON-LINE,MOBILE_APP,IPAD,TABLET,Apple,Miguel Clark,miguel.clark39@outlook.com,CHINA,Beijing,FEMALE,REGULAR,1,743.0,571.41,0.0,USA,EAST,Linda Parker,05/18/2015,2015-05-18 15:15:04,2015-05-26,COMPLETED
9115,ON-LINE,MOBILE_APP,EBIKE,MOBILITY,Giant,Emma Morris,emma.morris86@icloud.com,USA,Chicago,MALE,REGULAR,2,2688.0,1689.18,0.0,CANADA,WEST,Noah Bennett,11/20/2015,2015-11-20 20:17:52,2015-11-29,COMPLETED
9116,ON-LINE,MOBILE_APP,HEADPHONES,AUDIO,Bose,Miguel Martinez,miguel.martinez22@yahoo.com,USA,New York,MALE,REGULAR,5,219.0,170.55,54.75,CHINA,EAST,Wei Zhang,12/30/2015,2015-12-30 09:53:58,2016-01-01,COMPLETED
9117,IN-STORE,STORE,IPAD,TABLET,Apple,Matthew Anderson,matthew.anderson17@gmail.com,GERMANY,Berlin,FEMALE,REGULAR,1,696.0,480.83,0.0,CANADA,WEST,Noah Bennett,11/28/2016,2016-11-28 11:57:26,2016-11-28,COMPLETED
9118,ON-LINE,WEB,IPAD,TABLET,Apple,Lucas Reed,lucas.reed14@outlook.com,GERMANY,Hamburg,MALE,STUDENT,1,690.0,493.1,0.0,USA,WEST,Jay Smith,08/27/2015,2015-08-27 09:25:46,2015-09-03,COMPLETED
9119,ON-LINE,WEB,TV,ELECTRONICS,Samsung,Priya Taylor,priya.taylor83@proton.me,FRANCE,Lyon,MALE,REGULAR,1,1077.0,726.01,0.0,ENGLAND,NORTH,Grace Turner,2015-03-18,2015-03-18 13:44:07,2015-03-27,COMPLETED
9120,ON-LINE,WEB,IPAD,TABLET,Apple,Elena Morris,elena.morris4@yahoo.com,ITALY,Rome,MALE,REGULAR,1,640.0,458.3,64.0,CANADA,CENTRAL,Noah Bennett,12/21/2015,2015-12-21 19:34:53,2015-12-26,COMPLETED
9121,IN-STORE,STORE,TV,ELECTRONICS,LG,Benjamin Carter,benjamin.carter33@proton.me,INDIA,Delhi,MALE,REGULAR,1,1275.0,1012.14,63.75,ENGLAND,SOUTH,Grace Turner,2016-10-20,2016-10-20 08:55:48,2016-10-22,COMPLETED
9122,ON-LINE,MOBILE_APP,TV,ELECTRONICS,Samsung,Miguel Clark,miguel.clark39@outlook.com,CHINA,Beijing,FEMALE,REGULAR,1,1942.0,1472.69,97.1,CHINA,SOUTH,Wei Zhang,2017-11-30,2017-11-30 13:59:10,2017-12-01,COMPLETED
9123,ON-LINE,MOBILE_APP,EBIKE,MOBILITY,Specialized,Amir Perez,amir.perez69@outlook.com,ENGLAND,Manchester,FEMALE,REGULAR,1,2822.0,1745.0,0.0,CANADA,WEST,Noah Bennett,11/10/2016,2016-11-10 20:15:47,2016-11-11,COMPLETED
9124,ON-LINE,WEB,COMPUTER,COMPUTERS,HP,Miguel Clark,miguel.clark39@outlook.com,CHINA,Beijing,FEMALE,REGULAR,1,1838.0,1167.62,91.9,USA,EAST,Jay Smith,01/11/2015,2015-01-11 13:15:02,2015-01-18,COMPLETED
